FilePath,ID,AuthorsNote,StrideSpeed,StrideLengthFR,StepLengthFR,StepWidthFR,StrideLengthFL,StepLengthFL,StepWidthFL,StrideLengthBR,StepLengthBR,StepWidthBR,StrideLengthBL,StepLengthBL,StepWidthBL,TemporalSymmetryF,TemporalSymmetryB,DutyFactorF,DutyFactorB,AngularVelocity,NoseLateralDisplacementBR,NoseLateralDisplacementPhaseOffsetBR,TailLateralDisplacementBR,TailLateralDisplacementPhaseOffsetBR
1715\1715_20260305_2026-03-05-140706-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1715,Training video,1.306565497,0.0457871330341688,0.212027655509618,0.118378523158886,0.0415254442480362,0.2109102258877,0.11070093590727,0.0496572826347291,0.559272819739183,0.0986410114518466,0.0330514197927472,0.55955792585073,0.0896180066633525,-0.019481618,-0.008760919,57.43487519,56.31595088,-1.23e-06,0.00537527442252244,0.52657737,0.0491505287879933,0.527643095
1715\1715_20260306_2026-03-06-123843-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1715,Training video,1.284917286,0.0501033727199884,0.214032415091118,0.113375919204454,0.0393304731415448,0.212326501815663,0.100958832386802,0.0497880965469261,0.512005477572889,0.0956695929937138,0.0351953114908954,0.518376584252689,0.0822162389136885,-0.025818621,-0.005544927,57.51728803,56.032271,3.62947739960998e-07,0.00689005989180375,0.518818561,0.0487505796662081,0.520552785
1715\1715_20260303_2026-03-03-133957-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1715,Training video,0.226115982,0.00485562344457299,0.173954980589654,0.163223999230583,0.00649162195359865,0.174307920125595,0.165487896539271,0.0540125954629425,0.302369787041814,0.168359191159069,0.00375674034059378,0.30059743234791,0.185026093835294,0.008374665,0.010761832,56.53153153,57.00496415,-2.65e-06,0.00186598958508738,0.534232903,0.0186046456157469,0.531413751
1715\1715_20260302_2026-03-02-141323-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1715,Training video,0.309204141,0.00763508683549329,0.15260197332723,0.274819988566066,0.0115505779359173,0.152858535045731,0.279964761281106,0.07021650635171,0.138095335888136,0.291536037113077,0.00880823224415682,0.135283040547708,0.308280503646547,0.00419798,0.016260524,57.57650908,57.81821412,1.8019143953773e-07,0.00231651636407193,0.530303663,0.0663707419667095,0.524400152
1715\1715_20260304_2026-03-04-131724-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1715,Training video,0.545313288,0.0125910065805442,0.191507934151889,0.0593949019748826,0.0157619482360867,0.191148062973971,0.0646596052162706,0.014950356959159,0.594251036985849,0.0871731885743944,0.00924839432422796,0.592914770124679,0.0876396251191109,0.011636003,-0.003721833,57.26235398,57.92865892,2.46569474454251e-07,0.00259986260935511,0.53211384,0.0129435232157997,0.541933104
1715\1715_20260312_2026-03-12-184551-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1715,60 DPI,0.6131183,0.0205951059245165,0.149570662145598,0.105551874385098,0.0229641323427102,0.1450394700919,0.113169515915175,0.0369850903856844,0.339755136526297,0.109892298796733,0.0133049811519082,0.343495893535222,0.118309894878091,-0.001045114,0.005872786,60.60564931,60.54230949,-5.6e-07,0.00164487828046115,0.529990405,0.0297078299531171,0.530977586
1716\1716_20260302_2026-03-02-144302-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1716,Training video,0.361187203,0.00859957862554213,0.251886324457256,0.142151042493758,0.0115105207811504,0.252001422744383,0.143439228205917,0.012095216759352,0.62260605241276,0.121821205789949,0.00767306493444259,0.624762677413895,0.12181126493868,-0.001493901,-0.012033353,56.46327266,56.37892213,-6.17e-07,0.00204142996171165,0.526809758,0.0176558462854067,0.528563022
1716\1716_20260303_2026-03-03-140644-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1716,Training video,0.989078059,0.031121823185837,0.274391122891957,0.0997778709927834,0.0328813649720124,0.274974804804888,0.104525606955688,0.0352640203009485,0.555167257791598,0.113265246650347,0.0193431894439452,0.554320181250257,0.111023372677645,-0.006092407,-0.008373574,58.974856,58.61555716,-2.78e-06,0.00302441645267211,0.519871819,0.0318637960056089,0.510206721
1716\1716_20260304_2026-03-04-133836-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1716,Training video,1.733908746,0.0596265036830673,0.289101669066098,0.100729179140363,0.0636354438390675,0.288171302975399,0.11502547553617,0.0697263092829633,0.495222015159245,0.106581802479335,0.0357211176921779,0.489170817143215,0.105855552264763,-0.006543893,-0.009507604,61.02141232,60.62209475,7.50161706517843e-07,0.0057543464493992,0.514435723,0.0692550927143917,0.496417219
1716\1716_20260305_2026-03-05-144641-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1716,Training video,3.274239427,0.114642216824535,0.241912340370717,0.116922175418718,0.155017711851213,0.236063641565438,0.139792413552497,0.198170484406629,0.388751054998078,0.0833301682204655,0.0894599853937164,0.367059862771205,0.128168306628492,-0.001635386,-0.019380286,58.66098062,58.56504729,-2.67e-06,0.0102125234755739,0.508714912,0.190283148195311,0.495795421
1716\1716_20260306_2026-03-06-131506-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1716,Training video,1.69007291,0.0518088743911018,0.231170766466984,0.089108494462111,0.063305630853291,0.229678787070784,0.10770375386684,0.0649312914483192,0.496502467049752,0.0880368275382887,0.032609941029118,0.484065569776228,0.0951095843581805,0.007082663,-0.018487618,60.80542067,61.23608496,9.75139285543335e-07,0.00619476654581763,0.522479603,0.0640046016161652,0.475396073
1716\1716_20260313_2026-03-13-151617-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1716,60 DPI,0.59642346,0.0143284744522759,0.186736561328123,0.12456699174109,0.0197409360424312,0.18497456300092,0.132993880160586,0.0357061649856466,0.410958795495785,0.172537367738213,0.0130366114095643,0.405841021683459,0.169323516535656,0.029064715,0.03501742,58.32638717,60.02162698,1.1049545533554e-06,0.00143913452623964,0.530941747,0.0241648788819234,0.502350677
1777\1777_20260413_2026-04-13-140813-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1777,Training video,0.492958832,0.00946239033848967,0.219429173873065,0.0846142958013391,0.0113697915042062,0.218247352830852,0.087644062317275,0.0109898788928066,0.532764179251894,0.0738306402129257,0.00728097387802388,0.531698307687855,0.0758808313028673,0.014869326,-0.008925374,57.02005506,57.86790485,-9.8e-07,0.00109641802136121,0.528283586,0.0123912236956357,0.526246486
1777\1777_20260414_2026-04-14-144132-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1777,Training video,0.36680195,0.00706386649543601,0.231997042512082,0.0631080421174559,0.00736500265658459,0.232082551379462,0.0622380785181761,0.00754298873498857,0.553964858294881,0.0590070891258901,0.00537188181516906,0.554189382204404,0.0598031550822875,0.007927312,-0.00963177,57.47031737,57.92590252,-2.12e-06,0.000909040725167229,0.530143256,0.00795768023350102,0.529676431
1777\1777_20260415_2026-04-15-144353-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1777,Training video,0.549200225,0.01048487624285,0.216869890071647,0.0762656837202362,0.0131382363638713,0.216639052806227,0.0784257523290435,0.0134617966951694,0.577766032405175,0.101345858727196,0.00913460718712629,0.576267979145712,0.0997782423175356,0.030119466,-0.008831187,58.35339177,60.11096477,-3.32e-07,0.00134831997863512,0.536246616,0.00973931963822688,0.53746186
1777\1777_20260416_2026-04-16-131737-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1777,Training video,1.120250341,0.0311086199547157,0.221327609250511,0.094429431360064,0.0397144514908791,0.219642597246468,0.101191478362739,0.0385808548349943,0.531040671642059,0.0806623620548446,0.0250081896328233,0.524824337283994,0.0859521661026887,0.042890227,-0.011367996,61.3905718,64.02362736,5.11998250414556e-07,0.0019150269193692,0.528199512,0.0366914056661645,0.522302571
1777\1777_20260417_2026-04-17-160001-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1777,Training video,1.760981728,0.0672418590317726,0.212105596772953,0.10724698075433,0.0818470849992665,0.209233446439999,0.114478643323967,0.0884329548303928,0.54543674270079,0.11255938920665,0.0537607279079655,0.534745105759894,0.113438931104053,0.050448728,-0.02034012,63.08905821,66.27182093,-1.05e-06,0.00515666798482014,0.523884104,0.118299013703147,0.542588363
1777\1777_20260421_2026-04-21-164851-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1777,60 DPI,0.940246448,0.0255806977357301,0.16879779257953,0.0985809449801586,0.0246762039339191,0.170452935990341,0.0969963613479656,0.0398962416638045,0.410464057302362,0.0862521257435783,0.0168056745671975,0.408735044077945,0.100067171354681,0.014886675,-0.012684206,60.62181084,61.52426801,-1.2e-06,0.00134320197085507,0.522473724,0.0221134676011482,0.528823584
1715\1715_20260617_2026-06-17-191801-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1715,150 DPI,0.630209994,0.0457056649665159,0.228996938791856,0.200422642427506,0.0505339157563774,0.234438340201657,0.188341703748519,0.0759832637106801,0.299638856084236,0.17910583633569,0.036786028742311,0.314957437932041,0.185137396845258,-0.010776815,-0.047006085,63.13708333,62.45666667,-3.72e-06,0.0139189926401311,0.522504604,0.112503713623516,0.524568586
1716\1716_20260616_2026-06-16-154859-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1716,150 DPI,0.057938054,0.00126172967650793,0.13752329098426,0.0798967838985218,0.0216956736589311,0.142107090396828,0.0896558317875556,0.0437620116986583,0.419963903870935,0.225844515695771,0.00126141235894606,0.425000030420424,0.237869303983726,-0.014439962,0.006131353,57.42166667,56.5925,4.85884557662229e-07,0.000920671066572623,0.524896152,0.00869689814934783,0.508837844
1777\1777_20260723_2026-07-23-152056-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1777,150 DPI,0.089026951,0.00283446919248145,0.250544588498312,0.1148480175831,0.0065236798385683,0.250653676550121,0.113140891318937,0.00265080148360973,0.279747902085064,0.174831411301044,0.0164188651965718,0.278949677535828,0.175322049165205,-0.005084637,-0.028460651,58.26375,57.9675,-1.17e-07,0.000599784740624686,0.53475989,0.00722600088628191,0.531721122
1777\1777_20260723_2026-07-23-152056-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1777,LDOPA,0.582738394,0.0208108385246649,0.21729497310059,0.135528538223088,0.0299381700468287,0.213737726612176,0.144236350098782,0.117375081614446,0.551324307991289,0.333156271416646,0.0154592409152536,0.546374584926767,0.351368434069615,0.02015428,0.047039465,66.38319681,67.72110232,2.55373085295024e-06,0.00169060228005051,0.524241789,0.0412441071978136,0.521750891
1716\1716_20260616_2026-06-16-154859-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1716,LDOPA,0.760696639,0.0278531879087448,0.248556216937376,0.125326433167385,0.0388103111186546,0.259315490742213,0.13176385569888,0.0234369080301368,0.520243915929967,0.129224720051932,0.013708396614952,0.523821104776782,0.122271500644835,-0.044103604,0.000164133,63.26905609,60.47866268,-2.06e-06,0.00423272158550237,0.521254181,0.0569754274523563,0.525759172
1715\1715_20260617_2026-06-17-191801-0000DLC_resnet50_Wheel Running ProjectAug6shuffle1_100000_filtered.csv,1715,LDOPA,0.821287596,0.0625506721971731,0.233499444375636,0.259924484140389,0.0561634491033063,0.236336426965876,0.23146813379105,0.109329782014531,0.314558396717211,0.183356254568605,0.0497522219220394,0.344586947378116,0.189635102081336,-0.021477345,-0.063660493,66.32903059,64.90445913,-2.52e-05,0.0211720814025277,0.517484092,0.168447446365268,0.532529839
1559\1559_20250710_2025-07-10-115337-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1559,Training video,0.157252611,0.00326108100856508,0.188522551066883,0.0559346228936421,0.00256610688113165,0.188367360674116,0.0544463229309424,0.00238312679898277,0.534204905211529,0.161676774907867,0.00224162986132337,0.534165853730095,0.16274417619942,-0.004775589,-0.008981285,57.89038013,57.61391947,-1.79e-06,0.00137762938642335,0.53011559,0.00285067218989248,0.530265992
1559\1559_20250715_2025-07-15-123041-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1559,Training video,0.915431713,0.0402865755032979,0.184660730431095,0.105053514138172,0.0307515810738893,0.180485830993252,0.0978834287748158,0.0346993101082887,0.49338238395664,0.110627249911776,0.0163642412631682,0.491786932872379,0.121728306350315,-0.041302664,-0.002705503,60.47060154,57.97300463,-3.65e-08,0.0245500215378253,0.527677193,0.0158144804748745,0.516721856
1559\1559_20250714_2025-07-14-111408-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1559,Training video,0.727752052,0.0269642658194151,0.203179336031726,0.0797158020549621,0.0185097221595557,0.200998002537708,0.0753925363309502,0.0210986757518457,0.511726703934004,0.100064415871393,0.0118430681692639,0.508444748413405,0.106109839534198,-0.017750463,-0.000674755,57.7356168,56.71078286,-1.04e-05,0.0218945586887469,0.525584615,0.0120838704971857,0.516792702
1559\1559_20250709_2025-07-09-122508-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1559,Training video,0.227625301,0.00611007442339922,0.192329545054684,0.0811254092787385,0.0050054505337392,0.192343856642856,0.0801401058145865,0.00495089455519253,0.542585302625197,0.126258853745506,0.00352400920569957,0.54297101173429,0.125963395736708,-0.007028708,-0.00763233,56.28511406,55.88950241,7.3814082018466e-07,0.00188430639500167,0.531253898,0.00768857350228355,0.531812374
1559\1559_20250713_2025-07-13-130845-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1559,Training video,0.581695442,0.0186186977406858,0.189528704530171,0.0718166469834857,0.0134752358741731,0.187130114662983,0.0685847150588142,0.0151900514057159,0.462580096221932,0.0927363464968442,0.00837481598883612,0.461136736154036,0.0973067248119327,-0.008900782,-0.004534458,58.32416093,57.80503031,-5.67e-07,0.00729652355304536,0.529277005,0.00794342062596838,0.520512347
1559\1559_20250711_2025-07-11-115857-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1559,Training video,0.416381498,0.0121442740007108,0.210360774339962,0.051331366168577,0.010913545059187,0.210900368242738,0.0516062750143075,0.0102771663508332,0.494120054282346,0.10714625977541,0.00626872760676318,0.494731814099356,0.110470154402818,-0.00482229,-0.006776445,57.19615246,56.92033605,-9.04e-07,0.0098111137817238,0.533849184,0.0077148379071312,0.525987918
1559\1559_20250716_2025-07-16-154556-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1559,60 DPI,0.13693793,0.00682746164066888,0.182321851803376,0.136969536784053,0.0140138749044143,0.184403296573952,0.137170299337456,0.0033150527729971,0.547349147171087,0.134795700666955,0.00200695550671085,0.547017154949362,0.134653670366458,-0.014097298,-0.007446886,53.92906336,53.16880931,1.82903486844821e-05,0.00780398618480183,0.534922664,0.00220424843494997,0.530815683
1559\1559_20250712_save_2025-07-12-155601_h.264DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1559,Training video,0.410836351,0.0140268821565302,0.181905918404681,0.0639046179258963,0.0118976947423224,0.182648804272006,0.0639476728917922,0.0121958126304527,0.459503145025585,0.112482714309608,0.0059468614906264,0.460555139909125,0.114029710830654,-0.00729059,-0.013235729,56.45938807,56.04776579,-7.62e-08,0.00594122142350186,0.524103879,0.0108181694974829,0.508926419
1560\1560_20250712_2025-07-12-172744DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,Training video,0.342577351,0.0136696078342885,0.201421533279035,0.0951475559517283,0.015486557199826,0.201077288916365,0.0974435027977569,0.0123285136266368,0.486023886337552,0.130333221061648,0.0063452313514867,0.493763456493219,0.128774618448279,-0.007507335,-0.011394813,56.64165476,56.21642686,9.68791001447091e-07,0.0144098584245439,0.53796828,0.012555342929536,0.514066132
1560\1560_20250709_2025-07-09-125003-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,Training video,0.294352103,0.0153212460975179,0.246258332408724,0.246056278575522,0.0190331653236841,0.245646239421071,0.240233394196047,0.0244535643797253,0.569681305675348,0.268477220502461,0.0193505224591563,0.577537823351329,0.275024737181994,0.006339394,-0.013109202,51.91064032,52.23972233,-2.7e-06,0.00896547285469881,0.536265306,0.063593120937466,0.532408729
1560\1560_20250714_2025-07-14-114322-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,Training video,0.898778281,0.0466317947893747,0.268028672417127,0.13725077958612,0.0386465250661679,0.266067586130947,0.126476922241955,0.03422369286232,0.64229676433613,0.158217679533831,0.0139349124376111,0.639965815442755,0.153130881352561,-0.003368384,-0.00054415,60.3879225,60.18451281,-4.12e-07,0.0554739217423671,0.527812911,0.0177759308092296,0.518789049
1560\1560_20250710_2025-07-10-121927-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,Training video,0.100797854,0.00778602646153781,0.201495794788006,0.207073318424466,0.00390387173838881,0.201331657407329,0.209205290866595,0.0332575236302873,0.317396978137823,0.278313201724506,0.00816276484346932,0.326118325545954,0.284750360222217,-0.003743919,0.006433936,55.60621439,55.39802923,5.28960264600231e-06,0.0105607699057335,0.54069006,0.035480261965398,0.521204158
1560\1560_20250711_2025-07-11-122622-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,Training video,0.159882665,0.0125374154114425,0.187054865350683,0.17081947604289,0.0110039476742082,0.184099398723647,0.178122453478978,0.0079173612210773,0.332936607583561,0.283208104825916,0.00617480811902383,0.343464863379625,0.276986090503282,0.00335074,-7.03e-05,55.96051756,56.14802669,4.22935404733344e-06,0.0117734402291677,0.545352484,0.0252560610776962,0.513761291
1560\1560_20250715_2025-07-15-125758-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,Training video,0.091091198,0.027414728580451,0.451996079014298,0.220621249870884,0.0222837406674004,0.449860604685771,0.222974692709424,0.011474003275713,1.6096345632347,0.264429126930254,0.00882029808289391,1.61368836462656,0.266525884178302,0.012798722,0.006931466,28.69305662,29.06029108,2.37157228511884e-06,0.0701240712907464,0.536493903,0.00943700244051797,0.541050245
1560\1560_20250713_2025-07-13-155015-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,Training video,0.559856875,0.0246533967408478,0.237192264035507,0.0982723830150166,0.022459246742707,0.236723766619289,0.0935292189921555,0.0174788237059463,0.557854812731465,0.146146857386795,0.0082850863478631,0.559400192375386,0.143733187027494,-0.008817656,-0.010337444,59.05669191,58.53595032,2.56301854683374e-06,0.024177238248087,0.52575789,0.0125580686074952,0.530354248
1560\1560_20250717_2025-07-17-145702-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1560,60 DPI,0.052821539,0.00264620211976892,0.151290007795887,0.110882030998251,0.00666627571975237,0.157064865945707,0.115015736307305,0.00172345625430628,0.44818226478001,0.15451097947271,0.0017534935574467,0.454334901408927,0.157199215635678,6.77144346861466e-06,-0.012297879,60.06776379,60.06817054,5.11271548435036e-07,0.00604001866483461,0.533807376,0.00126863143633847,0.554767823
