FilePath,ID,AuthorsNote,StrideSpeed,StrideLengthFR,StepLengthFR,StepWidthFR,StrideLengthFL,StepLengthFL,StepWidthFL,StrideLengthBR,StepLengthBR,StepWidthBR,StrideLengthBL,StepLengthBL,StepWidthBL,TemporalSymmetryF,TemporalSymmetryB,DutyFactorF,DutyFactorB,AngularVelocity,NoseLateralDisplacementBR,NoseLateralDisplacementPhaseOffsetBR,TailLateralDisplacementBR,TailLateralDisplacementPhaseOffsetBR,StrideCountPerFrameFR,StrideCountPerFrameFL,StrideCountPerFrameBR,StrideCountPerFrameBL
1575\1575_20260628_2025-06-28-154022-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1575,Training video,-0.17211810900885,0.0972855688812307,0.127123344217471,0.272099792657334,0.119436116247409,0.135442710136645,0.240422637934615,0.193358087750369,0.202688614367019,0.606830128470818,0.304565779716142,0.153289860866662,0.547748994696233,-0.000614430799235805,0.000712196511603015,96.3991608359541,97.921387601313,7.01928911642836e-07,0.01067339666322,0.553664806191613,0.0918772753073004,0.495276569843019,0.00521611531245104,0.00511293940517179,0.00280103481613671,0.00231954724883354
1575\1575_20260629A_2025-06-29-131051-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1575,Training video,-0.178678703398134,0.112934849458663,0.14685495061613,0.253820103326681,0.138493997987214,0.162313230996822,0.232577548651197,0.253174553361438,0.236964462267673,0.589492591756445,0.316528707747774,0.146954626249441,0.509780273084212,0.00102926672070154,0.000381336835982809,96.7168244565505,98.0789427951855,-3.27363305048799e-07,0.0127465806538635,0.550862205070477,0.111187388940413,0.548537075116941,0.00449568942719628,0.00420479187602475,0.00221006581084859,0.00227051205524787
1575\1575_20260629B_2025-06-29-190900-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1575,Training video,-0.281536809266961,0.0968150431105589,0.149045361191167,0.259651365821172,0.162050169303267,0.171065275614515,0.244804549082378,0.244474485272012,0.23638290624224,0.59505076419745,0.309950271776862,0.136786266008875,0.535096838692,0.00152963515969886,0.000845995326319442,94.1913835735278,96.8984915712195,5.11078658434952e-07,0.014549993579654,0.537158197744691,0.103865912962591,0.54686360926813,0.0095924911049709,0.00940904904399934,0.0037567405403133,0.00359622873696319
1575\1575_20260630_2025-06-30-160157-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1575,60 DPI,-0.159567624481889,0.221652990668734,0.150249965014683,0.268153135157026,0.231007335058147,0.215564949959369,0.248485929024577,0.286353981464237,0.256454553821562,0.637882274653089,0.380407425799192,0.139967872360003,0.560513387342546,0.000603981346426459,0.000375390691942978,98.3151286981531,98.9990143644266,4.95190444976742e-07,0.0170820984031681,0.52226540862795,0.114900630334677,0.590950973151079,0.00285187997867149,0.00282764303834284,0.00197935012683999,0.00181777052464897
1578\1578_20260626_2025-06-26-181738-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1578,Training video,-0.161455472530365,0.119362419505874,0.201988514891048,0.243454505976634,0.0862096165260671,0.175914645547064,0.241787725714678,0.165746050971714,0.198415531552924,0.59088041039841,0.217674362798159,0.177986003472985,0.539831667465905,-0.00215228600158323,-0.000507246073034971,95.976624421976,97.963466419167,3.79181012777107e-06,0.0132383172905911,0.548654690338545,0.176584756981106,0.508363575518069,0.0112114068878284,0.0110553506747378,0.00552767533736889,0.00708823746827541
1578\1578_20260627_2025-06-27-163707-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1578,Training video,-0.0592009776183272,0.101622973274316,0.120887940912995,0.260036845606144,0.18107415357239,0.163370040615818,0.207956430858818,0.160186375888811,0.160183559215567,0.701050722314922,0.276669834726825,0.228985071139913,0.619643220191637,0.00138697320951752,-0.000439058658236719,98.6604147634878,99.2839625037432,-3.11053639746488e-07,0.0110183906216341,0.513344405064469,0.0722064456288814,0.519183167931679,0.00241458912184009,0.00172849707937061,0.00113337856739433,0.00107652011083608
1578\1578_20260628_2025-06-28-163309-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1578,Training video,-0.0844501649028883,0.0971142492126127,0.132147292479984,0.248916608340246,0.137940530189412,0.140573141329911,0.198318376567853,0.223331902000767,0.172855346389946,0.666097514167947,0.338315681369861,0.240966635552132,0.577124556789302,0.00221905549173078,-0.000432801822323479,98.0062030075188,99.0225563909774,-5.31582874167242e-07,0.0145055221702192,0.541157794983065,0.093352903252845,0.464055309108728,0.00324436090225564,0.00262781954887218,0.0012406015037594,0.00119548872180451
1578\1578_20260629A_2025-06-29-140137-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1578,Training video,-0.089712344916428,0.148689257626068,0.136876765926783,0.255915746609705,0.19434886974142,0.155564790245029,0.179557882833821,0.166564762020569,0.156193726088871,0.662924536995593,0.311952652204961,0.256390823795182,0.567497433150808,0.00350342314039037,-0.000147273996576379,97.7979877478896,98.9164941861125,2.33041520504653e-07,0.0214115935206314,0.521769657545909,0.0849152099815784,0.466324137821729,0.00305356798256401,0.00293626859289922,0.00186543868079809,0.00158164983483489
1578\1578_20260629B_2025-06-29-181710-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1578,Training video,-0.0947149049467278,0.145476012174072,0.134950193512679,0.23931004071452,0.164079011121944,0.151347218254613,0.185602420621279,0.195859959879237,0.166905154515174,0.646961878645313,0.309391647969122,0.197172524058409,0.585932036258248,0.00163509487037413,-0.000555725892993995,97.883710257937,98.9574049281485,-6.46526771029957e-07,0.0175341732652398,0.55553867508785,0.0890441565861914,0.478284963205622,0.00293170604052809,0.00295066921025983,0.00164979576666199,0.00134259241700769
1578\1578_20250713_2025-07-13-161517-0000DLC_resnet50_Wheel_runningJul16shuffle1_100000_filtered.csv,1578,Training video,-0.0545264215254073,0.325774435177383,0.224638937785084,0.296282726553246,0.258519285868987,0.191547988303821,0.216259570469175,0.159577746890745,0.286642801107296,0.667296816966101,0.506544210545232,0.224272822103557,0.559249197286246,0.00484894000865304,-0.00146416437469661,98.2673009200953,99.1649353045459,-2.93704759872854e-06,0.207408473624981,0.485835041997419,0.116787071188293,0.459960849736131,0.00794955920456277,0.00424350839476661,0.00218993911487955,0.00403494276477808
